76611,2488,"ADV_FREE_REFERRAL","2014-12-25 05:08:59"
305706,2476,"ADV_DONATION_CHARITY","2014-11-26 22:24:21"
156074,1307,"ADV_FREE_REFERRAL","2014-10-15 03:52:40"
192762,1733,"ADV_LIKE_FACEBOOK","2014-10-20 14:55:08"
76106,2,"ADV_LIKE_FACEBOOK","2014-11-19 00:22:13"
366586,1387,"ADV_LIKE_FACEBOOK","2014-10-07 01:04:19"
461130,1715,"ADV_DONATION_CHARITY","2014-11-12 11:11:36"
223179,161,"ADV_DONATION_CHARITY","2014-12-13 07:05:18"
302093,114,"ADV_DONATION_CHARITY","2014-10-26 05:48:19"
71470,1984,"ADV_DONATION_CHARITY","2014-10-25 22:07:31"
327941,1640,"ADV_FREE_REFERRAL","2014-12-19 01:36:58"
395992,902,"ADV_LIKE_FACEBOOK","2014-12-13 23:55:16"
28401,3664,"ADV_LIKE_FACEBOOK","2014-12-06 00:34:27"
210393,1573,"ADV_LIKE_FACEBOOK","2014-10-20 16:03:02"
474916,35,"ADV_DONATION_CHARITY","2014-10-05 06:50:58"
199012,18,"ADV_LIKE_FACEBOOK","2014-10-16 22:27:39"
490551,200,"ADV_LIKE_FACEBOOK","2014-12-05 17:16:37"
427480,4313,"ADV_LIKE_FACEBOOK","2014-12-01 06:50:52"
149350,2483,"ADV_FREE_REFERRAL","2014-10-06 04:27:24"
105552,1866,"ADV_LIKE_FACEBOOK","2014-12-23 21:26:41"
370119,1459,"ADV_LIKE_FACEBOOK","2014-10-11 14:38:18"
273815,15,"ADV_FREE_REFERRAL","2014-11-12 16:56:10"
194713,4748,"ADV_FREE_REFERRAL","2014-12-02 08:09:30"
478234,10,"ADV_FREE_REFERRAL","2014-11-16 00:12:35"
328836,14,"ADV_FREE_REFERRAL","2014-10-23 21:20:00"
329362,1104,"ADV_LIKE_FACEBOOK","2014-11-13 23:36:52"
114409,378,"ADV_LIKE_FACEBOOK","2014-12-25 04:19:52"
458330,989,"ADV_LIKE_FACEBOOK","2014-12-29 14:02:36"
453341,3227,"ADV_DONATION_CHARITY","2014-12-11 23:19:20"
150758,164,"ADV_FREE_REFERRAL","2014-11-01 16:33:51"
205954,1,"ADV_FREE_REFERRAL","2014-11-02 09:30:14"
152329,3479,"ADV_LIKE_FACEBOOK","2014-11-27 06:18:49"
499689,2566,"ADV_FREE_REFERRAL","2014-10-04 14:08:30"
359936,686,"ADV_FREE_REFERRAL","2014-10-13 19:24:47"
366680,1727,"ADV_DONATION_CHARITY","2014-11-14 12:30:02"
225280,864,"ADV_FREE_REFERRAL","2014-11-10 13:24:15"
138640,309,"ADV_LIKE_FACEBOOK","2014-10-22 11:00:01"
280825,84,"ADV_LIKE_FACEBOOK","2014-12-06 15:23:32"
138852,219,"ADV_LIKE_FACEBOOK","2014-12-29 09:00:32"
269185,1978,"ADV_LIKE_FACEBOOK","2014-10-01 17:53:51"
101132,2426,"ADV_DONATION_CHARITY","2014-12-01 07:42:00"
487956,1719,"ADV_LIKE_FACEBOOK","2014-11-19 17:25:48"
299751,1396,"ADV_LIKE_FACEBOOK","2014-10-04 01:24:38"
55064,18,"ADV_FREE_REFERRAL","2014-10-23 04:24:03"
162115,1036,"ADV_LIKE_FACEBOOK","2014-12-27 20:17:41"
492928,3,"ADV_FREE_REFERRAL","2014-12-29 19:48:58"
206430,1375,"ADV_FREE_REFERRAL","2014-10-31 17:36:42"
93197,20,"ADV_FREE_REFERRAL","2014-12-14 08:33:37"
184804,98,"ADV_FREE_REFERRAL","2014-12-23 06:10:51"
224123,158,"ADV_LIKE_FACEBOOK","2014-10-14 03:20:54"
45626,8,"ADV_LIKE_FACEBOOK","2014-12-13 12:18:07"
96138,3035,"ADV_FREE_REFERRAL","2014-11-23 00:33:39"
275475,676,"ADV_FREE_REFERRAL","2014-10-08 23:47:53"
414524,50,"ADV_DONATION_CHARITY","2014-10-28 05:41:30"
341797,1695,"ADV_LIKE_FACEBOOK","2014-10-16 08:45:16"
253928,619,"ADV_DONATION_CHARITY","2014-10-02 07:50:01"
494545,477,"ADV_FREE_REFERRAL","2014-11-16 09:27:12"
450308,207,"ADV_FREE_REFERRAL","2014-12-10 01:02:08"
49808,2157,"ADV_LIKE_FACEBOOK","2014-11-28 15:19:41"
441468,2894,"ADV_LIKE_FACEBOOK","2014-10-25 13:01:17"
332167,2,"ADV_LIKE_FACEBOOK","2014-11-18 01:08:20"
241905,47,"ADV_FREE_REFERRAL","2014-12-03 04:04:53"
253531,334,"ADV_FREE_REFERRAL","2014-10-09 17:32:41"
239880,2501,"ADV_FREE_REFERRAL","2014-11-09 03:55:17"
74161,1798,"ADV_DONATION_CHARITY","2014-12-23 12:26:45"
417584,4526,"ADV_FREE_REFERRAL","2014-11-11 22:55:15"
382211,1851,"ADV_FREE_REFERRAL","2014-11-09 06:30:55"
222548,2843,"ADV_DONATION_CHARITY","2014-11-29 02:20:57"
308590,605,"ADV_FREE_REFERRAL","2014-12-26 18:31:37"
459304,4963,"ADV_FREE_REFERRAL","2014-11-04 06:07:23"
12413,4748,"ADV_LIKE_FACEBOOK","2014-12-17 22:08:04"
134099,1504,"ADV_LIKE_FACEBOOK","2014-12-21 17:07:03"
